Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-05-26,57.669890347118,61.319823376525,57.450014863418,60.521481362917,3968955.7062839
2020-05-27,63.680898055896,64.399804661912,62.560071999529,64.340632289093,2997995.6188862
2020-05-28,64.999396483392,64.999396483392,61.873931151867,62.458541261468,3164118.8152541
2020-05-29,61.579901583469,62.679602348265,60.569121051052,60.960370073517,2993898.5054333
2020-06-01,61.428683297376,62.891070828176,61.159120265645,62.348603519618,1702902.9744668
2020-06-02,63.111054093975,63.869085602238,62.270353715125,62.809587560687,1822357.6652434
2020-06-03,64.639835398284,66.098989466088,63.828882878993,65.901317094959,1793186.0661341
2020-06-04,65.249989865549,69.040470753165,65.249989865549,69.029908107379,2798025.8391528
2020-06-05,72.861669539238,74.249902985339,70.019455566126,70.699345051996,3560673.4326508
2020-06-08,71.440670334782,71.740951264971,69.344955185248,71.029266059644,2724588.9582019
2020-06-09,68.900892933856,71.570655547204,68.248487883448,70.481625210293,2412341.0566855
2020-06-10,70.3304069242,70.379016651234,66.129707364546,66.139192189333,3186602.8129725
2020-06-11,62.950243200995,64.719163023776,61.058667348582,61.131635830183,3502652.7449785
2020-06-12,64.049943965791,64.049943965791,60.908526883488,63.121508957661,2754409.3615193
2020-06-15,60.532151790803,63.220884053725,60.090245181407,62.651040091804,2747722.7059071
2020-06-16,65.539600367853,65.959411646779,63.194585221361,64.270897270489,2472607.0230599
2020-06-17,64.340632289093,64.385038514233,62.499821805711,63.210321407939,1757265.3900164
2020-06-18,62.670117523478,63.931491438053,62.31055643837,63.400664596279,1608141.620519
2020-06-19,64.579585204466,65.400022548544,62.458541261468,65.400022548544,5464253.6293401
2020-06-22,64.480210108402,64.879866134656,63.510602338129,63.7506330745,2203732.5340439
2020-06-23,65.138866520601,65.959411646779,64.450570030943,64.689522946316,1486252.4952946
2020-06-24,63.718837355044,64.280382095276,61.579901583469,61.629589131502,2810936.6645789
2020-06-25,61.351619095982,64.548975088108,61.14112065497,64.159773925541,2585430.8591694
2020-06-26,63.039055651274,63.370054479921,59.529778262174,60.532151790803,4652991.1176272
2020-06-29,61.449808588947,62.875119077398,61.005854119655,61.559854112897,2374621.5094258
2020-06-30,60.729500047178,64.069773773171,60.729500047178,63.550804993347,1983104.7949484
2020-07-01,63.649340663651,64.040277195076,61.35961535316,62.130266891734,1870453.9229309
2020-07-02,63.840106576334,65.181025291421,62.759206609458,63.130371883826,2147520.3369946
2020-07-06,64.320280943663,65.500785297441,64.279349097973,64.479626588375,1521063.8615434
2020-07-07,63.669218792368,63.899847834143,62.939605971144,63.170128141259,2246807.9691541
2020-07-08,63.400864054695,65.230399998233,63.189151296698,64.950396249645,2207487.9950875
2020-07-09,64.179851582731,64.410480624506,61.019977218423,61.659497230464,1980257.5950215
2020-07-10,61.67937535918,64.23959284054,61.648916936147,64.119041608324,1435839.584735
2020-07-13,65.059405342607,65.739750328678,63.309595657254,64.588635681336,1860348.9862387
2020-07-14,64.620055949308,65.170551868764,63.33898536369,64.990259378738,1834181.4543138
2020-07-15,64.299334098349,64.979785956081,62.935331104753,64.640147821344,2841955.7376029
2020-07-16,64.019330349762,65.538510993339,63.630424379872,64.520558434065,1986093.162577
2020-07-17,63.879969705427,64.429290036625,61.140528450639,61.709726910554,3480945.6157477
2020-07-20,61.328195085188,61.689848781837,60.021795916206,60.360472206005,3074333.9895973
2020-07-21,60.750553764152,62.099808468701,60.750553764152,61.800033463056,2025478.9513152
2020-07-22,61.281064683232,61.754826750975,60.209569422415,61.40044032719,1919856.8954657
2020-07-23,61.019977218423,62.769680032115,60.558612263212,62.410163768662,2136848.8218246
2020-07-24,62.559997835654,63.299122234597,61.760063462304,62.350315639193,1701825.2880613
2020-07-27,61.808369452518,62.920582815705,60.750553764152,62.850368135239,2145725.2179787
2020-07-28,62.370300639569,63.443826461921,62.329368793878,63.090508754733,2390324.0145171
2020-07-29,63.020294074267,64.520558434065,62.355552350521,64.391564340728,1532093.0651466
2020-07-30,63.090508754733,63.509980019316,62.164786437838,63.499399724999,2007403.7624992
2020-07-31,63.329580657631,63.909359411862,62.939605971144,63.789876896244,2300583.3250943
2020-08-03,64.008856927105,64.699889079153,63.109318166852,64.320280943663,1646846.1913145
2020-08-04,64.349670650099,64.939922826988,64.129515030981,64.908502559017,1356335.4613478
2020-08-05,65.41902847772,66.889903131083,65.300614678699,66.741030909028,3316332.6296864
2020-08-06,66.709610641057,67.229648137479,65.858270999359,66.538722857091,1815129.5376166
2020-08-07,66.05010562864,69.589588128437,66.05010562864,69.569603128061,2290803.6464172
2020-08-10,69.721574628248,70.068693779169,68.690049368185,69.87162243856,1825764.8070255
2020-08-11,71.089745616576,72.130889326018,70.15045059889,70.350621217632,2105755.6817178
2020-08-12,71.530163726472,71.960001542052,69.820217170213,71.17898345248,1628812.0174389
2020-08-13,70.450332476194,71.149486874385,69.738460350492,70.350621217632,1718119.6653988
2020-08-14,69.950173108488,71.018462219512,69.950173108488,70.531020579318,874104.68511071
2020-08-17,70.350621217632,70.389522501787,68.796921027951,69.210086864607,1668728.1388939
2020-08-18,68.948999399798,69.738460350492,68.599849687342,69.670276231561,1511996.698225
2020-08-19,69.731086205968,70.679892801372,69.509861870252,70.450332476194,2026006.4225245
2020-08-20,69.330638096824,69.439540318125,67.729593761866,67.929871252268,1877069.7281882
2020-08-21,67.729593761866,68.189890000479,67.269511266572,67.5494081435,1615862.7423273
2020-08-24,67.899519700894,69.19961344195,67.64997437534,68.939594693739,1887316.7864178
2020-08-25,69.569603128061,70.05928907311,68.87034185821,69.069550632015,1456229.7330897
2020-08-26,69.000404668146,69.041229642177,67.909993123551,67.980207804018,1504270.6280714
2020-08-27,68.090392485237,69.711101205591,68.090392485237,69.24984312204,1215452.0028519
2020-08-28,69.691223076875,70.239581563135,68.989931245489,70.10962562486,1257079.3057704
2020-08-31,69.929226263174,69.929226263174,68.069445639922,68.090392485237,1415542.912291
2020-09-01,67.719120339209,69.041229642177,67.310336240603,68.580933403564,1656195.6900361
2020-09-02,68.519054712559,70.229001268818,68.270684975262,69.88102714462,3334851.3521594
2020-09-03,70.511035578942,71.140082168326,66.839566579333,67.399360333188,2656486.1774704
2020-09-04,68.740385919935,69.768811901865,67.009492518361,68.350304361788,3194643.209425
2020-09-08,67.249526266196,67.630096246623,65.399043477344,65.548984415996,2112694.8373187
2020-09-09,66.169695015918,66.490523738536,65.759735329055,65.791155597026,3130382.3363
2020-09-10,66.14137402608,66.198977850694,64.050857489393,64.231149979418,2635516.0969364
2020-09-11,64.129515030981,66.209451273351,63.86949628277,64.908502559017,2435307.8656913
2020-09-14,65.529106287279,66.79029874418,63.899847834143,64.429290036625,2920817.9294825
2020-09-15,64.765828893229,64.765828893229,62.522272139756,63.199624719355,1707090.4617956
2020-09-16,63.280312822478,64.679904078777,63.050645625641,63.320175951571,3820843.1030403
2020-09-17,62.220359700917,63.159654718602,62.099808468701,62.370300639569,3152206.0998941
2020-09-18,61.910004400956,63.609477534558,61.770536884961,61.949867530049,4285342.0713571
2020-09-21,60.511481861255,61.370088775817,58.78571829935,59.919092251171,3291408.8996726
2020-09-22,59.429513177782,59.979902225578,57.860102854115,58.880085974924,3396955.6024922
2020-09-23,59.119157877821,59.799609735552,57.650420657653,57.768941328334,1633044.1869785
2020-09-24,57.849629431458,58.464996448392,56.630223793525,57.678634775832,1279631.7999321
2020-09-25,57.019236635074,58.609593804055,56.749813180803,58.500691582753,1458648.6607327
2020-09-28,59.681089064871,61.200162836789,59.499834729908,60.490535015941,2130202.4938209
2020-09-29,60.28074594782,60.590032531183,59.259694110413,59.889809416395,1290991.0307296
2020-09-30,59.529786115161,60.339514101063,58.724401822498,59.331353494778,2789913.547604
2020-10-01,59.76053157549,60.059928577735,58.049858045678,58.750358038192,2420058.2500832
2020-10-02,57.839983501642,59.878976674043,57.598749611298,59.679484616284,1847176.0265749
2020-10-05,60.10039908547,61.670803106799,60.095207842331,61.389098708721,1337118.0824843
2020-10-06,61.990859137862,62.959396786313,60.71974617504,61.020096670922,1587822.4910413
2020-10-07,61.45976318165,63.719225271841,61.45976318165,63.409551727056,1877696.6971387
2020-10-08,63.831525633617,65.050514277577,63.469833713707,64.999661283565,1714204.2387468
2020-10-09,66.050411272335,67.309976367767,65.639879289427,66.429689852674,2859539.5489703
2020-10-12,66.289314400454,67.634164204593,65.730249297535,67.219606359658,1729192.2742252
2020-10-13,67.190471831839,67.349493381864,65.769766311632,66.088868849057,2127842.0732368
2020-10-14,66.529488853422,67.290270832588,65.958981826851,66.030705737156,1611338.4175413
2020-10-15,65.061002707592,67.080290344813,65.040131791299,66.950403322608,2170293.9012721
2020-10-16,67.020008358162,67.750596372133,64.717956885486,66.580447791172,3625093.6084089
2020-10-19,66.749851827474,66.919255863776,64.170333706221,64.348954847688,2145787.88114
2020-10-20,64.999661283565,65.958981826851,64.45500452895,64.579806251754,1723879.06039
2020-10-21,64.250321228052,65.040131791299,63.930159253252,63.999764288806,1831711.7069879
2020-10-22,64.239938741775,65.629496803149,63.821143147339,65.599302837955,1696506.6758943
2020-10-23,66.220768802275,66.509783318243,64.999661283565,65.30933482835,980972.06977414
2020-10-26,64.440490236909,64.440490236909,62.47417446845,63.510304221442,1371133.4275591
2020-10-27,63.140348690005,63.530115700359,61.61984416905,61.649932190507,1755016.4948198
2020-10-28,60.539006158822,61.025393857798,58.320014576366,58.480095563766,2515595.0691549
2020-10-29,58.250409540812,59.548432212966,57.161307919058,58.800151594828,2409391.4104277
2020-10-30,58.560189029335,58.981103498521,57.41589072033,58.900056539314,2706094.2797973
2020-11-02,59.970406119527,60.360173129881,58.981103498521,59.679484616284,2218341.8270373
2020-11-03,61.000391135743,62.860763166677,60.890315592454,62.380626148215,1969475.201607
2020-11-04,60.80916268951,62.210162674538,59.47162300326,60.42056106027,1920667.1456479
2020-11-05,61.000391135743,63.840848682519,60.949432197993,62.830569201483,1625421.9943081
2020-11-06,62.871145652955,62.939691251133,62.001241624139,62.229868209717,1255835.1478304
2020-11-09,67.489762890347,71.180312987022,67.410728862153,70.100428470432,3046449.7904702
2020-11-10,70.549523973799,70.639893981908,69.199376982784,70.050634913795,1845011.098808
2020-11-11,71.080513986273,71.420381496253,67.820201407686,68.47917145509,2064820.544845
2020-11-12,67.510527862901,68.829421451347,66.07117624489,66.900503822234,1853506.2753656
2020-11-13,67.790113386229,69.005076168163,67.439863389972,68.518688469187,1318192.7650404
2020-11-16,70.500577967063,70.500577967063,68.780581388348,69.809506967189,1934985.4968037
2020-11-17,68.451096364646,70.579611995256,68.22967395322,70.559906460077,1318322.6607064
2020-11-18,70.520283502242,71.619873554012,69.169288961327,69.179671447604,1567305.7111412
2020-11-19,69.261777844186,69.979970440866,68.47917145509,69.271100893088,1224956.5425424
2020-11-20,68.499936427645,68.96969095983,67.799436435131,67.950194373629,1324523.9760212
2020-11-23,68.720299401697,70.699116531184,68.440713878369,70.559906460077,1221060.634752
2020-11-24,72.02012899438,74.529936136342,71.399616523698,73.42102303567,1574061.2479643
2020-11-25,72.729846092059,72.729846092059,71.319629001867,72.239326587319,1108872.1534868
2020-11-27,72.009746508103,72.601018507229,71.520180497001,71.59084496993,590965.62459826
2020-11-30,72.02012899438,72.504291874868,70.149374477168,70.479812994508,2624994.161266
2020-12-01,72.100116516212,72.951268503485,71.169930500744,72.260091559874,1756003.7018815
2020-12-02,72.239326587319,74.120463590809,72.000317515463,74.060181604157,2011829.8484401
2020-12-03,74.301309550763,74.709828602659,73.679843586443,73.880395081578,2073300.3263608
2020-12-04,74.130846077086,76.429825181373,74.130846077086,76.379925680999,2130215.7962596
2020-12-07,75.750090161414,76.353969465306,75.079784134095,75.961130086564,2279039.6662926
2020-12-08,75.22937669148,76.828809296892,75.156593343801,75.839506675885,1851960.998035
2020-12-09,76.520195189482,77.311065190104,72.280962476166,72.761099494628,4151467.4103416
2020-12-10,72.180104038043,72.180104038043,70.100428470432,71.730160984775,4203884.6414357
2020-12-11,70.600376967811,75.110931592928,69.369840456461,72.800616508725,5707840.7173547
2020-12-14,73.669461100166,73.74118501047,70.579611995256,70.699116531184,2215981.5746763
2020-12-15,71.819471555508,72.48882408919,70.589994481534,71.790442971427,1573239.5376029
2020-12-16,71.650173462944,71.910901000992,70.879962491139,71.200018522201,3391164.0223806
2020-12-17,71.580462483653,71.59084496993,70.500577967063,70.739692982656,3558689.0195598
2020-12-18,70.260615401569,71.249918022575,70.019381511225,70.660658954463,4201736.0709009
2020-12-21,70.699116531184,72.270579989889,68.800392867265,70.3406029234,5216356.8913145
2020-12-22,70.3406029234,70.941303915166,69.840654426021,70.18995092864,5568407.8228796
2020-12-23,70.520283502242,72.471131485023,70.520283502242,71.580462483653,2694411.3673765
2020-12-24,72.02012899438,72.02012899438,70.800928462945,71.781013978787,665766.28442273
2020-12-28,72.369319553262,72.889927079459,71.450575461447,72.120881488766,1738886.3396706
2020-12-29,72.519971548022,72.808880120252,71.730160984775,71.940035528812,1168726.152008
2020-12-30,71.761308443607,72.920121044653,71.761308443607,72.420278491011,909851.78715352
2020-12-31,71.931200303617,72.911400921032,71.469972735492,72.780342870887,951022.94197883
2021-01-04,73.339601019057,73.542919807925,71.019053103894,72.250956702044,1441300.8507088
2021-01-05,69.770425404643,72.911400921032,69.633266739002,72.679261983095,1730542.3810617
2021-01-06,74.869803678371,78.576137958426,74.609791238597,77.63001664137,3674601.8404789
2021-01-07,78.450233876545,79.298429796583,77.619708704842,77.730045698904,1810387.6543283
2021-01-08,77.730045698904,78.290355677332,76.123480162861,77.129555804622,1773639.46503
2021-01-11,76.119378024855,78.349152988753,75.530247897358,78.139733584389,1999898.9135764
2021-01-12,78.700043562816,80.711037833054,78.18927478954,80.419996400671,2391720.0129014
2021-01-13,80.200269059778,81.08138726689,78.529752244049,78.658706633678,2039338.4294659
2021-01-14,79.380998471835,79.979384705601,78.669014570206,79.581161769929,2111577.8218946
2021-01-15,78.280047740804,78.741275308929,76.430930147269,77.180148840031,2502494.7052638
2021-01-19,75.149485343968,79.358278938262,74.070202316252,78.400692671394,5215241.4261229
2021-01-20,78.658706633678,78.789764683822,76.109070088327,76.639402904402,3542771.4183655
2021-01-21,76.740483792194,77.03047339432,74.519018287333,74.580971089529,2562626.5200538
2021-01-22,73.459299302415,74.746003257006,73.220954565956,74.169179543528,3920281.0953748
2021-01-25,73.179617636818,73.530508210881,72.178801146347,72.550307593466,2066986.3102693
2021-01-26,73.160053594019,73.540816147409,72.261369821598,72.629720777944,1726975.9129826
2021-01-27,71.240884105303,71.48953677829,69.8603568917,70.139828191246,2445945.8340846
2021-01-28,71.27075608463,72.459429459177,70.659958253819,71.629850934705,2485090.7286981
2021-01-29,71.199547176164,71.969381741982,69.019313417417,70.000565865089,2490772.848901
2021-02-01,70.559824013259,70.959203962215,69.84058248285,70.250270368334,2300848.7322069
2021-02-02,71.189239239636,71.719572055711,70.761039141611,70.799220579976,2928625.615168
2021-02-03,70.849813615385,72.581231403051,70.699086339416,71.600925602611,3217732.433819
2021-02-04,72.101386439359,73.910113750987,72.004407689573,73.789468820396,2478509.2382839
2021-02-05,74.420882524264,75.189665259823,74.159923437258,74.771773098327,1844590.8585247
2021-02-08,75.260874168289,76.168919230006,74.804800568427,76.070888649962,1893720.8946103
2021-02-09,76.039964840377,76.339105365747,75.349543459037,75.839696359257,1942871.2828235
2021-02-10,76.220458912647,76.349413302276,73.98037601222,74.090818189308,2051773.5794445
2021-02-11,74.379650778151,74.440551750088,72.120003834925,72.920762210328,4342715.6712428
2021-02-12,72.619412841416,73.690386410094,72.400632147755,73.499584401296,4365822.1201393
2021-02-16,73.989737301516,76.370029175332,73.499584401296,75.460090819151,6137761.697938
2021-02-17,75.460090819151,75.999679741496,74.499454244535,75.158741450239,3135609.6605562
2021-02-18,74.609791238597,75.050402933666,73.710055635919,74.699512359603,1534084.2622511
